actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
14514,2177100,0.0036842823,0.19442372,0.29208288,0.268345,150,0.0,3689,553350,0.6829748,0.48475447,0.3879044,0.4135379,0.6866591,0.67917824,0.6799873,0.6818829,33256,1761.646959066391,0.14688565,0.094161436,0.10486761,0.1405997,324.851591636775,0.0,0.657
14594,2189100,0.5354233,0.36893624,0.2946211,0.27202666,150,9.0,3708,556200,0.14993311,0.31598282,0.38684037,0.410087,0.6853564,0.6849191,0.6814614,0.68211365,33431,1771.1510910987854,0.08927496,0.062072486,0.11582467,0.13912787,323.84996811150626,1.0,0.669
14683,2202450,0.45555988,0.29368263,0.28879824,0.26908964,150,0.0,3731,559650,0.23371789,0.3929127,0.39465034,0.41281742,0.68927777,0.6865953,0.6834486,0.68190706,33640,1782.4615495204926,0.056390755,0.1071585,0.115835145,0.1384621,287.09677713760027,1.0,0.674
14754,2213100,0.30678362,0.37861595,0.32184288,0.27283147,150,0.0,3748,562200,0.39611793,0.29787406,0.35881263,0.4089932,0.70290154,0.67648995,0.6806556,0.6818246,33812,1791.7817642688751,0.37478486,0.09506048,0.10572368,0.13555436,314.07828374224783,0.0,0.679
14843,2226450,0.5728294,0.255346,0.23693484,0.26886246,150,0.0,3771,565650,0.08860904,0.4273235,0.44442013,0.41277418,0.66143847,0.6826695,0.68135506,0.68163663,34019,1803.0159394741058,0.08860904,0.09867201,0.13257866,0.13356946,295.04453953924616,0.0,0.683
14920,2238000,0.6463792,0.3516683,0.29455194,0.27373976,150,72.0,3788,568200,0.066707514,0.32786968,0.38636306,0.40785515,0.71308666,0.6795379,0.68091506,0.68159497,34204,1813.1813280582428,0.05166381,0.12118977,0.121325366,0.13195932,298.1729875137559,1.0,0.686
14997,2249550,0.56087124,0.39171526,0.32873097,0.28105387,150,32.0,3808,571200,0.15107706,0.2871571,0.35403267,0.40085652,0.7119483,0.6788724,0.6827636,0.6819104,34371,1822.3686261177063,0.07076238,0.10280459,0.11027015,0.12578905,287.8819673391357,1.0,0.707
15079,2261850,0.62376034,0.36856169,0.30185178,0.2854406,150,28.0,3830,574500,0.079605006,0.3139375,0.38111004,0.39643022,0.7033653,0.6824991,0.6829619,0.6818709,34578,1833.5835590362549,0.049601987,0.059169997,0.1068371,0.12118787,299.41164237107694,1.0,0.709
15160,2274000,0.5880513,0.34605324,0.3288307,0.28980136,150,57.0,3849,577350,0.085823685,0.33515012,0.35341725,0.3918803,0.673875,0.68120337,0.68224794,0.68168163,34746,1843.0197558403015,0.085823685,0.06221496,0.07575097,0.11611309,272.9951002428183,1.0,0.733
15235,2285250,0.59295976,0.3825271,0.34464437,0.29651266,150,32.0,3868,580200,0.085692845,0.29187208,0.33381602,0.3848619,0.6786526,0.67439926,0.6784603,0.6813745,34933,1853.2274844646454,0.047639646,0.062056255,0.09060048,0.11078827,285.2301737234597,1.0,0.742
15316,2297400,0.27007955,0.4234299,0.3555904,0.29968736,150,0.0,3888,583200,0.43640852,0.25121933,0.32483804,0.38168934,0.7064881,0.67464924,0.68042845,0.6813767,35117,1863.4624772071838,0.16379006,0.07168741,0.09265899,0.10900343,273.4956655100492,0.0,0.745
15396,2309400,0.22748071,0.3076951,0.3014118,0.30143207,150,98.0,3909,586350,0.43496197,0.3761163,0.37634972,0.37979248,0.6624427,0.6838114,0.67776155,0.68122447,35304,1873.8081848621368,0.05543397,0.13378727,0.11290045,0.10938078,273.4899588512429,1.0,0.743
15474,2321100,0.4782417,0.32302925,0.3790989,0.31041142,150,21.0,3928,589200,0.20008191,0.3589416,0.30238423,0.37059692,0.6783236,0.68197095,0.68148315,0.68100834,35491,1884.1411464214325,0.044006687,0.09098899,0.095002964,0.10916879,287.15666133716485,1.0,0.741
15554,2333100,0.5829972,0.3581583,0.37863988,0.3187323,150,0.0,3948,592200,0.12168942,0.31436658,0.30213293,0.36240286,0.70468664,0.67252487,0.6807728,0.6811351,35693,1895.4353861808777,0.07935909,0.08658815,0.0951726,0.106700286,287.26548648726396,1.0,0.74
15629,2344350,0.5827259,0.16163503,0.31329533,0.32013762,150,25.0,3966,594900,0.093229555,0.5213636,0.3665752,0.36083728,0.6759554,0.6829988,0.6798704,0.6809749,35845,1903.8765490055084,0.05391667,0.20142308,0.12956025,0.107906446,278.7304352371961,1.0,0.726
15714,2357100,0.23074275,0.30846062,0.32331517,0.3239557,150,0.0,3987,598050,0.43763024,0.37293023,0.35956573,0.35714495,0.668373,0.6813908,0.68288076,0.68110067,36056,1915.297610759735,0.07316101,0.13887796,0.12861599,0.10879882,286.7599522329283,1.0,0.719
15792,2368800,0.52560693,0.46885508,0.3821073,0.33083287,150,10.0,4006,600900,0.18210389,0.20620377,0.29942796,0.3502563,0.7077108,0.6750589,0.68153524,0.6810891,36246,1925.8498713970184,0.066778734,0.06318557,0.08378464,0.104555465,266.53979653612345,1.0,0.736
15870,2380500,0.55328214,0.28375286,0.373951,0.3402134,150,0.0,4026,603900,0.13494505,0.39182758,0.30683854,0.34103963,0.6882272,0.67558044,0.6807896,0.68125296,36436,1936.3568387031555,0.08274496,0.07332918,0.070325375,0.10072696,269.9443802992214,1.0,0.746
15951,2392650,0.55998,0.2912391,0.37508404,0.34711072,150,84.0,4046,606900,0.11144922,0.38325888,0.3048468,0.3338177,0.6714292,0.67449796,0.67993087,0.68092847,36621,1946.7603595256805,0.054723952,0.18413761,0.11970977,0.101460434,270.11892356974215,1.0,0.737
16030,2404500,0.50199,0.32839507,0.3776989,0.3476632,150,40.0,4066,609900,0.16199349,0.3517026,0.30324736,0.33326074,0.6639835,0.6800977,0.68094635,0.68092394,36808,1957.307763338089,0.043721795,0.07487657,0.08964032,0.10024626,282.5105378088093,1.0,0.748
16103,2415450,0.61080194,0.34655267,0.36613426,0.3565677,150,33.0,4085,612750,0.097110406,0.33864573,0.31540626,0.32432574,0.7079123,0.68519837,0.6815404,0.6808935,36976,1966.725020647049,0.051998924,0.13151656,0.08393823,0.09822717,296.58226791915786,1.0,0.754
16181,2427150,0.60122544,0.29372,0.36281693,0.3597155,150,42.0,4105,615750,0.073987596,0.38643268,0.32198876,0.3216711,0.67521304,0.6801526,0.6848057,0.6813866,37162,1977.1360292434692,0.05302346,0.1385863,0.09748828,0.09844792,279.27979356722005,1.0,0.756
16263,2439450,0.060857534,0.36032525,0.32662216,0.35598925,150,0.0,4124,618600,0.6422835,0.3145537,0.353047,0.32518744,0.70314103,0.67487895,0.67966914,0.68117666,37351,1987.431292295456,0.082019776,0.117531955,0.09987983,0.09948943,301.63810557575334,1.0,0.748
16340,2451000,0.6022617,0.37469256,0.36251286,0.35919148,150,15.0,4143,621450,0.09795903,0.3019089,0.31772768,0.32225338,0.70022076,0.6766015,0.6802406,0.6814448,37518,1996.6871693134308,0.07384211,0.06906462,0.09092352,0.09767193,275.48432861308885,1.0,0.769
16423,2463450,0.5910385,0.4018941,0.37897682,0.36197516,150,8.0,4165,624750,0.1181363,0.28987956,0.3040516,0.31984016,0.7091748,0.6917736,0.6830284,0.6818153,37719,2007.8971207141876,0.07006495,0.076670334,0.08734432,0.09739102,291.01324104474094,1.0,0.783
16496,2474400,0.5753674,0.3468819,0.36976212,0.36038756,150,26.0,4184,627600,0.10073597,0.33173734,0.31251153,0.32144725,0.67610335,0.6786192,0.6822736,0.6818348,37888,2017.1172585487366,0.060894594,0.14076295,0.113922775,0.0998206,262.59117088141346,1.0,0.781
16573,2485950,0.31925538,0.2848638,0.3144014,0.3556111,150,0.0,4202,630300,0.35333565,0.39621538,0.3679058,0.32645154,0.67259103,0.6810792,0.6823071,0.6820626,38076,2027.4963595867157,0.08650103,0.10227165,0.12462709,0.10020644,308.8179769986305,1.0,0.789
16656,2498400,0.57309276,0.23922446,0.25207505,0.35496277,150,55.0,4224,633600,0.08499895,0.4480571,0.42864144,0.326936,0.6580917,0.6872816,0.68071645,0.68189883,38261,2037.813794851303,0.06091816,0.30076322,0.1538233,0.100815706,304.6220171865831,1.0,0.803
16735,2510250,0.33191368,0.34515345,0.28348398,0.34668323,150,0.0,4243,636450,0.37472913,0.33455318,0.39749736,0.33500832,0.7066428,0.6797067,0.6809813,0.6816916,38447,2048.1070165634155,0.15511455,0.059190087,0.13265608,0.10193236,312.1794760468865,0.0,0.81
16817,2522550,0.5113498,0.38524997,0.3302513,0.3438927,150,61.0,4263,639450,0.14857358,0.2959376,0.34975356,0.33767614,0.6599234,0.68118757,0.6800049,0.68156886,38636,2058.370373249054,0.07444637,0.12785229,0.10607143,0.10408249,285.87079994402046,1.0,0.815
16900,2535000,0.6099218,0.43955255,0.39654696,0.34792084,150,93.0,4284,642600,0.069010116,0.24548082,0.28384703,0.3334657,0.67893195,0.6850333,0.680394,0.6813865,38843,2069.9133880138397,0.06189107,0.070396766,0.08734598,0.10251561,303.76279346882495,1.0,0.821
16975,2546250,0.5896685,0.3873322,0.371292,0.34461042,150,17.0,4304,645600,0.124524966,0.2914365,0.3091049,0.3366401,0.71419346,0.67876875,0.680397,0.6812505,39015,2079.4128742218018,0.07289163,0.10715685,0.086363144,0.10196806,301.8308593568221,1.0,0.835
17058,2558700,0.60475904,0.46410504,0.4013164,0.34714246,150,46.0,4324,648600,0.056009624,0.21307802,0.28054392,0.33423626,0.6607687,0.677183,0.68186027,0.6813787,39208,2089.8961176872253,0.056009624,0.102481365,0.08732516,0.10214513,275.1528844349803,1.0,0.835
17135,2570250,0.5539592,0.27964514,0.4081105,0.34858796,150,9.0,4344,651600,0.15345217,0.40480286,0.27396753,0.33275086,0.70741135,0.68444806,0.6820781,0.68133885,39384,2099.4232547283173,0.08957187,0.10256145,0.09717506,0.10339834,291.0661520290573,1.0,0.848
17216,2582400,0.5950357,0.40951592,0.39029503,0.35596663,150,77.0,4364,654600,0.06748852,0.27121106,0.29007038,0.32520258,0.6625242,0.68072695,0.6803654,0.6811692,39571,2109.6390101909637,0.052632246,0.099711284,0.09019753,0.10196272,293.78213228063197,1.0,0.858
17298,2594700,0.53353834,0.32958826,0.39430678,0.3596437,150,8.0,4384,657600,0.13022591,0.34592986,0.28554818,0.32169697,0.66376424,0.67551816,0.679855,0.6813407,39762,2120.26904463768,0.053854782,0.08885795,0.083030045,0.100741826,294.7938981945358,1.0,0.867
17381,2607150,0.5768754,0.42632455,0.351963,0.3606172,150,3.0,4405,660750,0.08764957,0.25231463,0.3261122,0.3202224,0.664525,0.6786392,0.6780752,0.6808396,39966,2131.449368238449,0.08764957,0.086512215,0.079556465,0.099030115,297.8288614114484,1.0,0.872
17455,2618250,0.592754,0.30712956,0.34660298,0.3548847,150,20.0,4424,663600,0.097474135,0.36852896,0.3345013,0.32589746,0.69022816,0.6756585,0.6811043,0.68078214,40132,2140.6781730651855,0.06311678,0.06394096,0.106908105,0.10078357,281.20652140876444,1.0,0.851
17538,2630700,0.4968508,0.302392,0.30264828,0.35138404,150,30.0,4443,666450,0.17243575,0.38309556,0.38124838,0.32973313,0.66928655,0.68548757,0.68389666,0.6811172,40336,2152.037520170212,0.13670655,0.2088968,0.12483843,0.10199877,306.07151075307786,0.0,0.847
